,POSTED_BY,UNDER_CONSTRUCTION,BHK_NO,SQUARE_FT,LONGITUDE,LATITUDE,PRICE
3459,0,1,3,1573.917931,24.69028,78.41889,280.0
3460,0,1,3,2119.018188,30.654128000000004,76.732427,120.0
3461,0,1,3,842.4226301000001,19.1759,72.9522,190.0
3462,1,0,2,1100.110011,24.395822,78.989627,40.0
3463,1,0,2,1250.0,13.050999999999998,77.5962,50.0
3464,1,1,2,1264.980027,28.576117,77.382136,57.0
3465,0,0,3,1650.056102,19.035407,73.065449,250.0
3467,0,0,4,2339.130435,26.86056,80.91583,80.7
3468,0,0,2,850.0,22.605438,88.422084,30.6
3469,1,1,2,1149.764151,21.094632,79.074805,39.0
3470,1,0,3,1483.858031,18.476532,73.820689,74.0
3471,0,0,3,1591.187271,12.8855,77.5638,130.0
3474,1,0,2,809.9215389,9.930471,76.271273,32.0
3476,0,0,3,2200.880352,28.507037,76.970772,110.0
3477,1,0,3,1300.041271,12.9053,80.1986,63.0
3478,1,0,2,1150.22656,31.53222,75.91722,33.0
3479,0,0,2,1098.0182109999998,13.160993,77.81918399999999,82.0
3480,0,0,2,1800.0947420000002,30.697795000000003,76.714722,76.0
3481,2,1,3,1281.262024,25.232239,71.392013,33.3
3483,0,1,1,735.6727728,19.068492000000003,72.898896,100.0
3484,0,0,3,1568.100358,28.381971000000004,77.347688,52.5
3486,0,1,2,705.6333059,24.69028,78.41889,120.0
3487,1,0,3,1690.269529,28.6711,77.3683,74.0
3488,1,0,2,871.2121212000001,22.8877,88.3967,23.0
3489,0,0,3,1245.059289,22.54111,88.33778000000001,63.0
3490,1,0,2,1080.1828,12.96991,77.59796,52.0
3491,0,0,2,965.3561697,28.698133,77.335746,24.8
3492,0,0,2,848.6307552999999,26.900926,75.775927,28.2
3493,1,0,2,1025.01025,20.93333,77.75,50.0
3494,1,0,2,1030.07144,28.638934000000003,77.32645699999999,62.0
3495,0,1,3,1675.020886,28.429614,77.481711,80.2
3497,1,0,3,1600.0,21.151313,79.126071,80.0
3498,0,0,3,1732.4077,30.662283,76.822397,54.9
3499,1,0,2,979.9651568,15.366381,75.151669,45.0
3500,0,0,2,1400.124456,22.729423,75.890451,45.0
3501,0,0,2,1053.658537,20.257483,85.780142,43.2
3502,0,1,2,800.0,22.486821,88.233267,25.0
3503,1,0,3,2179.944511,22.282765,70.776496,110.0
3504,0,0,2,659.8984772000001,12.905368,77.580403,39.0
3505,1,0,2,1157.894737,13.07265,80.176063,110.0
3506,1,0,2,1024.231826,9.965402,76.33268000000001,41.0
3507,0,0,2,813.0682237999999,18.96667,72.83333,110.0
3508,0,0,3,817.9162610000001,25.879721,86.587391,25.2
3509,0,0,3,1753.0190879999998,13.09,80.27,90.0
3510,0,0,3,1742.517425,12.96991,77.59796,85.0
3511,1,1,3,1729.462631,12.276748,76.622649,56.0
3512,0,0,1,670.1152128,19.169986,73.225171,28.5
3513,0,0,2,1195.589603,19.128324,72.825408,270.0
3514,1,0,3,1453.957997,26.832353,75.841749,45.0
3515,1,0,3,540.0671434999999,11.40861,76.69389,37.0
3516,1,0,3,155.54298640000002,28.9927,77.6824,22.0
3518,1,0,2,633.0783434,19.861162,75.353252,48.0
3520,1,0,2,1027.038357,12.833224,80.210726,49.0
3521,0,0,1,385.0385039,19.223942,73.139554,35.0
3522,1,0,2,930.2325581,12.96991,77.59796,30.0
3523,0,0,2,1132.502831,18.973908,73.02510600000001,100.0
3524,0,1,3,645.1612903,28.431903,77.36482099999999,25.0
3525,1,1,2,770.0770077000001,28.66667,77.41667,35.0
3526,0,0,3,1076.057716,22.54111,88.33778000000001,44.0
3528,0,0,2,1116.504854,12.91,77.48,39.1
3530,1,0,2,1095.390233,22.3,73.2,24.0
3531,1,0,2,859.1885442,12.916559,80.070176,36.0
3532,0,1,4,2798.7448050000003,28.403138,77.070052,330.0
3533,1,0,4,2040.353661,13.0318,77.6583,90.0
3535,0,0,3,1619.753919,13.070052,77.62715,96.1
3536,0,1,2,1050.135501,17.757841,83.343512,62.0
3537,0,1,3,1709.608972,20.243276,85.726324,56.4
3538,0,0,2,1198.156682,13.0189,77.5963,78.0
3539,1,0,2,850.0772798,26.968933000000003,75.755339,22.0
3540,0,0,1,610.1104009,21.490368,73.338475,21.0
3541,1,0,2,1059.897573,13.07667,77.525,47.6
3542,0,0,2,1230.091933,12.8855,77.5638,95.0
3543,1,0,3,1485.275288,28.576117,77.382136,58.0
3544,0,1,3,1650.064169,19.05871,72.89969,270.0
3545,0,0,1,650.0091001000001,18.9069,72.8106,250.0
3546,2,1,2,1305.343511,18.926923,76.001044,34.2
3547,0,1,3,1071.428571,22.7,88.45,33.0
3548,1,0,3,1200.300075,22.590732,76.63529100000001,32.0
3549,1,0,3,1389.532191,28.162032,76.811066,30.0
3552,0,0,1,720.0620361,19.283359,72.864964,65.0
3553,0,0,2,1299.967501,12.9985,77.6044,120.0
3554,0,0,3,2953.937044,28.4818,77.0843,320.0
3555,0,0,3,1439.285714,26.832353,75.841749,40.3
3556,1,0,3,1148.083285,22.623598,88.441186,59.0
3557,0,0,3,1698.28365,28.9196,76.8972,94.0
3558,0,0,1,664.3151088,19.049989,73.077321,45.2
3559,1,0,1,620.0676437000001,18.573994,73.753171,33.0
3560,1,0,2,769.9414843999999,13.010897,80.224622,100.0
3561,1,0,3,1379.944802,25.61,85.14139,60.0
3563,1,0,2,1250.0,12.9506,77.5952,90.0
3564,1,0,2,1190.098381,12.840956,77.659441,75.0
3565,0,0,2,950.0662837,18.49667,73.94167,43.0
3566,0,1,3,1500.0,24.69028,78.41889,210.0
3567,0,0,3,1450.230719,28.66667,77.41667,44.0
3568,1,0,2,1100.110011,21.261566,81.573254,40.0
3570,0,0,3,1100.0,19.015576,72.85144100000001,330.0
3571,0,0,3,1409.945421,30.696627000000003,76.693764,46.5
3572,0,0,4,2695.035461,13.055985,77.622157,190.0
3573,1,1,2,598.0265125,13.000489,77.502341,60.0
3574,0,0,2,1013.231613,19.1759,72.9522,170.0
3575,1,1,2,1251.2187199999998,30.709322,76.670001,38.5
3576,0,0,3,1000.0,24.69028,78.41889,180.0
3577,0,0,3,1761.0748,13.09,80.27,97.0
3578,0,0,2,1221.192053,28.381971000000004,77.347688,46.1
3579,0,0,3,1370.17071,28.678014,77.38296,61.0
3581,1,0,2,1420.252805,15.438519,74.990374,100.0
3582,0,0,3,1888.276947,28.406388,77.342588,48.0
3583,0,1,2,860.0829366,19.245347,73.124577,56.0
3584,0,0,2,1040.009788,19.1615,72.8731,170.0
3585,0,0,3,2048.648649,21.143354,72.770931,75.8
3586,1,0,1,579.9342741,11.00031,77.023028,30.0
3587,1,0,1,626.118068,18.700817,73.685514,21.0
3588,0,0,2,750.0551511,13.042089,80.124264,34.0
3589,0,1,3,2002.503129,26.4725,80.33111,160.0
3590,0,0,2,1080.168776,28.63676,77.36315,64.0
3591,0,0,3,1846.898122,28.381971000000004,77.347688,64.9
3592,0,1,2,1059.402194,19.068492000000003,72.898896,140.0
3593,0,1,2,716.9169736,12.842686,80.063733,25.3
3594,0,0,2,1075.268817,19.038205,73.06612,140.0
3595,0,1,2,1014.285714,20.236361,85.743845,35.5
3596,1,0,3,1605.136437,10.782597,79.842124,40.0
3597,0,1,2,1039.7171970000002,18.96,72.82,100.0
3598,0,0,3,1348.079162,22.54111,88.33778000000001,57.9
3601,0,0,2,1208.014143,16.324317,80.400707,41.0
3602,0,0,2,900.0321439999999,22.175748,75.582163,28.0
3603,0,0,3,2393.162393,12.9847,77.5491,350.0
3604,0,1,3,1346.869712,30.662283,76.822397,39.8
3605,0,0,1,618.0469716,19.18,72.96333,70.0
3606,0,0,2,1444.912703,21.143354,72.770931,48.0
3607,0,0,4,2736.842105,12.925,77.595,260.0
3609,0,0,2,860.0301011,19.1955,72.8728,160.0
3611,0,0,1,654.0389026,18.142544,75.10616999999999,77.0
3612,0,0,3,1371.963522,13.0063,80.2574,170.0
3613,0,0,3,2035.087719,22.5922,88.484911,87.0
3614,0,0,3,1110.1766189999998,22.56972,88.36972,66.0
3615,2,1,2,1139.130435,25.61,85.14139,39.3
3616,0,0,2,1800.055386,24.69028,78.41889,65.0
3617,1,0,2,1150.234742,23.68333,86.96667,24.5
3618,0,1,4,2300.172513,19.239813,72.962722,240.0
3619,0,1,3,1675.485009,30.662283,76.822397,57.0
3620,1,0,2,1230.0123,13.013312,77.662077,60.0
3621,0,0,2,1070.009172,12.9407,77.7466,70.0
3622,0,1,1,330.0043422,19.18,72.96333,76.0
3623,1,0,1,433.03760030000007,30.335216,78.013538,20.5
3624,1,0,2,870.1472557,23.25,77.41667,26.0
3625,0,1,3,1698.989899,28.429614,77.481711,84.1
3626,1,0,3,1300.182482,26.832353,75.841749,28.5
3627,0,0,3,1402.961808,26.8626,75.7633,36.0
3628,1,0,2,820.1202843,22.43917,88.39583,30.0
3629,1,0,3,1450.0,12.995285,77.766797,58.0
3630,0,0,4,2674.217398,18.52361,73.84778,170.0
3632,1,0,2,1035.10351,21.111835,79.038732,46.0
3634,1,0,1,615.0061501,12.96991,77.59796,55.0
3637,0,0,2,742.4823660000001,19.235,72.8598,180.0
3638,0,0,2,1177.536232,18.5481,73.8995,130.0
3639,0,0,2,979.0450017,28.368269,77.37273,28.5
3640,1,1,2,765.0273224,15.40194,74.04333000000001,56.0
3641,0,0,3,1490.041052,18.502635,73.900739,98.0
3642,0,1,2,952.3809524,12.982389,80.22318299999999,62.6
3643,1,0,4,2404.735479,28.576117,77.382136,130.0
3644,0,0,2,1050.070432,19.097621,73.00088199999999,82.0
3646,0,1,3,1617.357002,23.398893,85.335374,57.4
3647,0,1,1,950.1187648,23.950839,79.057817,36.0
3648,0,0,2,1000.0,12.864738,77.547489,45.0
3650,1,0,2,715.0595883,12.928575,77.58572099999999,33.0
3651,2,1,1,627.3972603,19.7,73.55,22.9
3652,0,1,2,1231.098622,12.9958935,77.761394,92.0
3653,0,0,2,1294.797688,18.452663,73.93104,56.0
3654,1,0,2,1125.0,13.069548,77.563542,72.0
3655,1,0,2,667.090216,18.57942,73.815235,42.0
3656,0,0,3,1595.065929,28.506454,77.40956800000001,75.0
3657,1,0,2,1175.05675,12.96991,77.59796,88.0
3658,0,1,3,1375.0,18.558319,73.77588,110.0
3659,1,0,4,1739.9557100000002,23.68333,86.96667,55.0
3660,1,0,2,1070.154578,28.506454,77.40956800000001,45.0
3662,0,0,3,1625.030318,28.587711,77.403123,67.0
3663,1,0,1,692.0415224999999,18.5823,73.983,28.0
3664,0,0,2,1117.068811,18.52361,73.84778,75.0
3665,1,0,2,900.0,9.930471,76.271273,45.0
3667,1,0,2,1100.025582,18.92764,73.166178,43.0
3668,0,0,2,1024.06554,18.966114,73.148278,80.0
3669,0,0,2,1203.519256,12.8458,77.6727,72.5
3671,1,0,2,952.154249,21.211041,79.192412,40.0
3672,0,0,1,807.3631518999999,48.134195,11.584111,50.0
3673,1,0,3,2200.220022,28.153836,77.31698399999999,60.0
3674,0,0,3,1270.186899,18.440853,73.90536,70.0
3675,0,0,3,1711.662647,19.037971,73.070481,220.0
3676,1,1,2,998.003992,22.101107,88.374433,40.0
3677,0,0,3,1450.169701,26.900926,75.775927,47.0
3678,1,0,3,1200.218221,21.0833,71.8,22.0
3680,1,0,3,1000.0,26.91667,75.86667,35.0
3681,1,0,2,949.8367468,23.22,72.68,32.0
3682,0,0,2,1250.0,28.9196,76.8972,40.0
3683,0,1,3,1345.170837,17.809233,83.365307,50.0
3686,0,0,3,1751.532591,12.9958935,77.761394,140.0
3687,0,0,3,1150.137132,19.206252,72.962035,130.0
3688,0,1,3,1239.130435,20.230195,85.816005,28.5
3689,1,0,3,1515.151515,21.116978,79.05840699999999,60.0
3690,1,0,2,850.0303582,21.133445,79.1103,28.0
3691,1,0,3,1330.229465,22.835481,86.221099,40.0
3692,0,0,1,575.0273823,19.1955,72.8728,84.0
3693,1,0,2,936.0649947,13.141581,77.749756,53.0
3694,1,0,4,2050.580998,23.25,77.41667,60.0
3695,1,0,2,1183.020181,13.0983,80.1622,68.0
3696,1,0,2,850.1259446,22.54111,88.33778000000001,27.0
3697,1,0,3,1100.0,21.0,77.0,66.0
3698,0,0,1,665.0901567000001,18.52361,73.84778,45.0
3699,1,0,2,1560.232221,12.808137,77.58308000000001,43.0
3700,0,0,2,1641.458553,28.576347,77.335084,140.0
3702,0,0,2,520.5622072,24.69028,78.41889,100.0
3703,1,0,1,506.02165769999993,22.128691,88.504832,50.0
3704,1,0,3,1750.58548,30.434205,76.674988,29.9
3705,0,0,3,1301.929222,12.91,77.64,110.0
3706,0,0,2,1078.998073,18.96667,72.83333,140.0
3707,0,0,2,1151.675688,24.69028,78.41889,100.0
3708,0,0,3,1345.054523,24.69028,78.41889,280.0
3709,0,1,1,550.0045834,24.69028,78.41889,60.0
3710,0,0,2,1300.102775,28.22,76.78,25.3
3711,1,0,3,2000.0,26.487383,74.626901,55.0
3713,0,1,3,1794.124243,22.54111,88.33778000000001,160.0
3714,0,0,2,1347.812201,28.995663,77.077794,42.2
3716,0,0,2,825.0424654,24.6902,78.416,68.0
3717,0,0,3,1360.123648,28.65998,77.37027900000001,44.0
3718,0,0,3,2248.35697,28.429614,77.481711,130.0
3719,0,0,2,1002.047316,13.069866,80.19842299999999,88.1
3720,1,0,2,1250.0,26.928785,75.828002,25.0
3721,2,0,2,1067.25735,30.762317,76.792426,53.0
3722,0,0,2,1397.931827,28.542768,77.365736,73.0
3723,0,0,2,1431.049436,30.661104,76.746082,66.0
3724,1,0,2,1100.244499,22.06372,82.19185300000001,27.0
3725,0,0,3,1783.3259030000002,13.09,80.27,160.0
3726,0,1,3,1390.293225,21.15389,79.08306,55.0
3727,1,0,3,1504.8469,22.603606,88.406203,97.8
3728,0,0,3,1800.0,26.930121000000003,75.790763,81.0
3729,0,0,2,797.9274611000001,13.09,80.27,30.8
3730,0,0,2,750.0,27.651998,79.206622,30.0
3731,0,0,2,1015.062213,24.69028,78.41889,93.0
3732,0,1,1,678.0,20.259661,79.018077,33.9
3733,0,1,2,1201.145708,19.18,72.96333,130.0
3734,0,0,3,2333.333333,19.000869,73.118903,210.0
3735,0,0,3,2000.0,18.558319,73.77588,150.0
3736,0,0,3,1637.153358,20.26444,85.82806,98.0
3737,1,0,3,1400.1680199999998,10.77917,76.65472,50.0
3738,0,1,2,750.0,22.470809,88.36318100000001,22.5
3739,0,0,2,990.0990099,26.851,81.0011,36.0
3740,1,0,3,1200.0,28.840215,77.58006,27.0
3741,0,0,3,1595.006935,28.506454,77.40956800000001,69.0
3742,0,0,1,656.0364465,18.490507,73.818086,72.0
3743,0,0,2,1091.703057,19.033956,73.075342,100.0
3744,1,0,1,570.0958797999999,22.271214,73.188827,22.0
3745,1,0,2,955.2401747,18.47713,73.939908,35.0
3746,0,0,2,1100.323625,26.91868,75.750399,34.0
3747,1,0,2,750.0,22.308966,70.776713,49.5
3748,0,0,3,1454.82389,18.475864,73.89000899999999,95.0
3749,1,0,2,620.0396825,18.52361,73.84778,25.0
3750,0,0,3,1599.660249,30.662283,76.822397,56.5
3752,1,0,3,1030.078286,22.839412,86.250123,25.0
3753,1,0,2,900.1956947000001,11.040054,76.86655,23.0
3755,1,0,3,1800.6430870000002,28.14306,77.32694000000001,28.0
3756,0,1,2,631.7774635,18.966114,73.148278,67.0
3757,2,1,2,687.7828053999999,18.52361,73.84778,53.2
3758,1,1,3,1477.759716,12.989437,77.71780600000001,100.0
3759,1,0,3,1111.111111,12.9396,77.5452,75.0
3760,0,1,2,1252.8216699999998,21.17,72.83,44.4
3761,1,0,2,1174.652241,26.928785,75.828002,38.0
3762,1,0,2,720.0,13.086769,80.191135,90.0
3763,1,0,2,1120.071685,12.974961,77.651656,75.0
3764,0,0,3,1777.777778,12.9847,77.5491,160.0
3765,1,0,3,1900.108578,28.38016,77.369936,70.0
3766,0,0,2,831.8083514,19.206252,72.962035,100.0
3767,0,0,3,1655.130906,12.923762,77.736688,110.0
3768,0,0,3,1200.300075,26.483302,74.602211,32.0
3769,0,1,1,560.0121084,19.18,72.96333,74.0
3770,0,0,2,1000.0,22.52004,88.365365,50.0
3771,1,0,4,1924.187031,12.9255,77.6765,100.0
3772,0,1,1,795.0604753,19.126499,72.99956,94.0
3773,0,0,3,1400.161247,28.40473,77.367514,52.1
3774,0,0,2,983.1230542000002,13.062455,80.156453,60.0
3776,0,0,2,700.0350017999999,19.218498,72.992114,120.0
3778,1,0,2,832.1985172,22.29691,70.79836,110.0
3779,1,0,5,2110.149821,13.010349,77.712151,100.0
3780,0,0,2,1036.050666,18.433704,73.853275,63.8
3781,1,0,3,1400.203666,13.65,79.42,55.0
3782,1,0,3,1810.699588,26.91667,75.86667,110.0
3783,1,0,3,1636.0601,13.0306,77.6485,98.0
3784,1,0,2,700.0840101,22.46493,88.351662,50.0
3785,1,0,3,1690.045631,28.6221,77.3674,100.0
3786,0,1,2,640.2684563999999,18.5853,73.7413,47.7
3787,1,0,2,905.9794645,18.637802,73.745912,45.0
3788,1,1,3,1749.883341,12.905368,77.580403,150.0
3790,0,0,3,1358.080579,12.925027,80.235348,90.0
3791,1,1,2,886.9179601,22.452032,88.298947,28.0
3792,1,1,3,1475.409836,26.900926,75.775927,45.0
3793,1,0,2,1100.917431,12.96991,77.59796,60.0
3794,0,0,2,1000.0,18.663883,73.767663,75.0
3795,0,0,2,1060.06006,18.097689000000003,74.735239,70.6
3796,2,0,2,789.3617021000001,12.91716,80.19287,37.1
3797,1,0,3,2025.1610920000005,23.1505,72.6399,66.0
3798,0,0,3,1600.196947,26.8626,75.7633,65.0
3799,0,1,2,944.4444444,28.66667,77.41667,25.5
3801,0,1,3,1700.07792,19.0242,73.0172,240.0
3802,0,0,2,900.0109757000001,18.51065,73.789259,82.0
3803,0,0,1,700.0622278,24.69028,78.41889,45.0
3804,0,0,3,1800.0,30.662283,76.822397,31.5
3805,0,0,2,950.0,22.648322,88.4431525,30.4
3806,0,0,3,1873.071838,21.143354,72.770931,85.0
3807,1,0,3,1345.575431,30.2903,78.0016,85.0
3808,1,0,2,700.0,22.494831,88.37056700000001,35.0
3809,0,0,2,780.0312012,22.54111,88.33778000000001,35.0
3810,1,0,2,680.0649614,13.084529,79.851274,33.5
3813,0,0,3,2439.874521,18.510861,73.926175,210.0
3814,0,0,3,1651.2354779999998,24.69028,78.41889,280.0
3815,0,0,2,1218.161683,20.26895,85.763542,55.0
3817,0,0,2,1248.148148,26.928785,75.828002,33.7
3818,0,0,2,1246.105919,18.966114,73.148278,68.0
3820,0,0,2,756.0483871,24.69028,78.41889,75.0
3821,1,0,2,774.1650077,12.968,80.1502,35.0
3822,0,0,2,760.5633803,22.7,88.45,24.3
3823,0,1,2,780.0,13.010349,77.712151,78.0
3824,0,0,3,1292.824822,22.53028,88.33417,100.0
3825,1,0,2,834.2022941,13.049073,80.13515600000001,32.0
3826,0,0,3,1269.349845,22.54111,88.33778000000001,41.0
3827,0,1,2,981.4741821,21.152442,81.090184,24.9
3828,0,0,3,1495.204062,28.576117,77.382136,79.5
3829,2,1,3,1450.0,12.8706,77.6279,52.2
3830,0,0,3,1508.12065,12.752264,77.45273900000001,130.0
3831,1,0,2,1079.969144,30.382066,78.123734,42.0
3832,1,0,3,1300.390117,27.892383,78.101489,40.0
3833,1,0,2,1000.0,28.683355,77.457981,29.0
3835,0,0,2,970.1202949,19.148338,72.995687,75.0
3836,1,0,2,862.0689654999999,13.07,77.8,38.0
3838,1,0,3,1550.246216,17.7,83.25,85.0
3839,0,0,2,730.0042319,24.6902,78.416,69.0
3841,0,0,3,1627.261415,19.038205,73.06612,170.0
3842,0,0,2,1324.854266,26.86056,80.91583,50.0
3843,0,0,3,1671.464389,19.256471,72.868815,180.0
3844,0,0,2,1486.988848,26.8626,75.7633,32.0
3845,1,0,3,1250.0,22.29691,70.79836,75.0
3846,0,0,2,830.9248554999999,22.5922,88.484911,34.5
3847,0,0,2,1120.547299,24.69028,78.41889,190.0
3848,0,0,3,2008.320184,12.96991,77.59796,140.0
3849,1,0,3,1200.0,30.74,76.65,24.0
3850,1,0,2,1200.0,20.236361,85.743845,27.0
3851,1,0,2,1200.082764,13.11389,77.59833,58.0
3852,0,1,2,890.5263158,12.87028,74.88056,42.3
3853,0,0,3,2019.975311,18.5993,73.7625,180.0
3854,0,0,2,1045.088086,28.340575,77.348933,35.0
3856,0,0,4,1810.061119,22.54111,88.33778000000001,77.0
3857,1,0,2,1255.075674,20.230195,85.816005,34.0
3858,1,0,1,680.0518135,28.38451,77.31109599999999,63.0
3859,0,0,2,942.7121102,29.9055,75.2547,26.0
3860,0,0,3,940.0575094,22.5922,88.484911,42.5
3861,0,1,1,475.0133295,19.1849,72.8347,98.0
3862,0,1,3,1844.117647,22.175748,75.582163,62.7
3865,0,1,3,1105.059594,18.96667,72.83333,280.0
3866,0,0,3,1152.542373,19.18,72.96333,170.0
3867,0,0,2,1275.218881,12.96991,77.59796,67.0
3868,2,0,2,817.3207037000001,12.93,80.11,30.2
3869,0,0,2,972.972973,19.12,72.91,180.0
3870,0,0,3,2530.730296,12.9958935,77.761394,210.0
3871,0,0,3,1718.2130579999998,19.1955,72.8728,270.0
3872,0,0,1,612.8848347,18.595456,73.946088,21.5
3873,0,0,2,972.6049603,19.12,72.91,180.0
3876,0,0,2,924.1755934,12.842686,80.063733,44.0
3877,0,0,2,1263.523957,28.340575,77.348933,32.7
3878,1,0,2,1079.812207,17.741536,83.252042,46.0
3879,0,0,2,1000.0,12.900422,80.159352,43.9
3881,0,0,3,1815.248084,12.96991,77.59796,90.0
3883,0,0,2,750.085237,22.54111,88.33778000000001,22.0
3884,0,0,2,1135.190918,28.9196,76.8972,66.0
3885,0,0,2,820.1892744,26.8626,75.7633,26.0
3886,0,1,2,1118.604651,30.662283,76.822397,48.1
3887,0,0,2,1208.0622529999998,28.743724,76.81131500000001,94.7
3888,1,0,2,1100.173712,27.216013,77.950834,38.0
3891,0,0,3,1687.7210710000002,30.662283,76.822397,66.8
3892,0,0,2,1550.137252,28.474616,76.990309,96.0
3893,0,0,3,1624.721249,12.973237,77.64685899999999,51.0
3894,1,0,3,1867.413632,21.174686,79.045846,80.0
3895,1,0,3,2300.613497,20.386816,72.90114799999999,60.0
3896,1,0,2,1240.149316,26.832353,75.841749,29.9
3897,2,1,2,1150.673035,15.40194,74.04333000000001,53.0
3898,1,0,2,985.0789512,11.33266,77.72363399999999,68.0
3899,1,0,2,1050.175029,13.0318,77.6583,45.0
3900,0,0,2,1145.093492,19.957301,73.839897,79.0
3901,0,0,3,1153.039832,22.491938,88.386889,66.0
3902,0,0,4,2191.113816,12.86,77.786,180.0
3903,0,0,2,1050.119332,26.832353,75.841749,22.0
3904,0,0,3,1954.022989,28.651918,77.348794,170.0
3906,1,0,2,792.9515418999999,12.9779,80.189,45.0
3907,0,0,4,2026.184539,12.86,77.786,130.0
3909,0,0,3,2706.486234,12.8682,77.5321,290.0
3910,0,1,2,735.1351351,22.54111,88.33778000000001,27.2
3911,0,0,5,2928.147759,19.043732,72.90371999999999,390.0
3912,0,0,3,900.8622539,19.1849,72.8347,210.0
3913,0,0,1,640.0,18.964489,73.019574,44.0
3914,0,0,2,986.6798224,19.239813,72.962722,160.0
3916,1,0,2,1000.0,15.488365,73.819757,75.0
3917,0,0,3,1250.0,10.526103,76.19383,58.0
3918,0,0,2,1050.052503,28.568846,77.324966,90.0
3919,1,0,2,850.1335924000001,26.209302,78.194369,35.0
3920,0,0,1,610.035077,19.1955,72.8728,80.0
3921,0,0,2,884.9557522,22.54111,88.33778000000001,22.0
3922,0,0,2,1000.0,19.030318,73.070892,95.0
3923,0,0,3,2800.0,18.097689000000003,74.735239,280.0
3924,1,0,3,1650.165017,26.91667,75.86667,25.0
3925,0,0,2,1150.012778,18.5481,73.8995,90.0
3926,0,0,3,1446.654611,15.462648000000002,73.804488,120.0
3927,1,0,3,1436.053387,12.952357,77.72250600000001,85.0
3928,1,1,2,1149.825784,28.78333,76.13333,33.0
3930,2,1,2,1048.888889,13.010349,77.712151,47.2
3931,0,0,4,2829.945974,18.558319,73.77588,220.0
3932,0,1,3,2491.376006,30.654128000000004,76.732427,130.0
3933,1,0,2,1000.0,28.2102,76.8606,27.0
3935,2,1,2,718.530524,20.013202,73.75309399999999,26.6
3936,0,0,3,2183.470106,28.394375,77.35722700000001,74.5
3937,0,0,1,665.0041562999999,19.1145,72.8712,120.0
3938,1,0,3,1625.0,21.143354,72.770931,65.0
3940,0,0,3,908.0226472,18.96667,72.83333,85.0
3941,0,0,4,2361.111111,28.602325,77.40199399999999,170.0
3942,1,0,2,900.0163639,17.719321,83.30872,55.0
3943,1,0,3,1566.951567,8.72889,77.70806,55.0
3944,0,0,2,1020.10201,22.318485,73.162544,34.0
3945,0,0,2,1012.01771,29.134525,75.734764,160.0
3946,1,0,2,1000.0,12.90579,77.54264,55.0
3947,1,0,3,1150.202977,26.959353000000004,75.77919399999999,51.0
3948,0,1,3,1499.250375,12.8855,77.5638,130.0
3949,1,0,4,1350.074254,30.73528,76.79111,100.0
3950,1,0,3,1685.2039100000002,28.506454,77.40956800000001,100.0
3951,1,0,2,1200.0,13.064,77.58,60.0
3952,0,0,3,1690.0958469999998,30.662283,76.822397,52.9
3953,0,0,3,1390.008058,26.476277000000003,80.28915500000001,69.0
3954,0,0,2,1209.904333,12.904179,77.665897,86.0
3955,1,0,2,1100.28293,20.75,78.61667,35.0
3956,1,0,3,1550.2082369999998,30.353144,78.013118,67.0
3957,0,0,3,1572.09033,28.381971000000004,77.347688,54.3
3958,1,0,2,1170.062538,12.96991,77.59796,58.0
3959,0,1,2,1265.051059,28.429614,77.481711,83.0
3960,0,0,3,1048.284625,28.634537,77.471342,33.0
3961,0,0,3,1983.111566,28.440728000000004,77.114195,310.0
3962,0,0,3,1075.268817,22.54111,88.33778000000001,34.0
3964,0,1,2,1057.195953,18.669919,73.853723,51.2
3965,0,0,3,1700.198356,19.148338,72.995687,120.0
3967,0,0,2,1100.110011,28.576117,77.382136,60.0
3968,0,1,1,645.0572488,28.509982,77.05185,40.0
3969,0,0,2,1045.016077,28.368269,77.37273,26.0
3972,0,0,3,1575.324331,28.9196,76.8972,59.5
3973,0,1,2,1080.0,27.16726,75.70950500000001,70.2
3976,0,0,1,500.0,19.245347,73.124577,45.0
3977,0,0,3,1100.203114,26.900926,75.775927,32.5
3978,0,0,1,660.0264011,28.5706,77.3239,55.0
3979,1,0,3,1700.17374,26.850391,75.814198,68.5
3980,0,1,2,848.6486486,26.8626,75.7633,31.4
3981,1,0,3,1706.0687300000002,19.894104,102.136839,70.0
3982,0,0,2,967.4675739,12.957468,77.516563,45.5
3983,0,1,3,1376.699029,22.5922,88.484911,70.9
3984,0,0,2,1202.711568,28.606007,77.359111,220.0
3986,0,0,1,620.0093941,19.18,72.96333,66.0
3987,0,0,2,592.1052632,28.406388,77.342588,26.1
3988,1,0,3,1840.324763,22.3146,73.1643,68.0
3990,1,0,2,1082.083784,28.506454,77.40956800000001,70.0
3991,0,0,2,1099.975556,12.925,77.595,45.0
3992,0,0,3,2979.145978,28.403138,77.070052,300.0
3993,1,0,2,1600.3122560000002,21.151992,72.81002,61.5
3995,1,0,4,1795.255396,26.86056,80.91583,84.0
3996,0,0,2,1230.555983,13.0306,77.6485,79.9
3997,0,0,3,1782.334385,28.874383,77.113251,45.2
3998,1,0,2,1055.130572,28.579004,77.431173,40.0
3999,0,0,3,1697.9244809999998,26.807408,75.83865899999999,67.9
4000,0,0,3,1185.2260199999998,22.55361,87.984436,43.0
4001,1,0,3,1500.326158,12.72,77.82,46.0
4003,0,0,3,2051.158301,21.143354,72.770931,85.0
4004,2,1,2,363.4152932,18.96667,72.83333,26.9
